x,y,type,value
0.0,1.6,point,
0.064,2.96,point,
0.8192,1.1670399999999999,point,
0.7430016,2.559216,point,
0.60513024,1.2473922560000001,point,
0.56425639424,2.636078208,point,
0.585061063424,3.8180962210304,point,
0.650025752751616,4.82197934533888,point,
0.7454010636524289,5.672681413427984,point,
0.8604981606416839,6.391963158867689,point,
0.9871019629001389,6.9987487586118675,point,
1.1189866188095927,7.509452366304082,point,
-1.7286602914771427,3.509446442913104,point,
-1.328983390039047,4.652175888135224,point,
-0.943548846007781,5.607508840516502,point,
-0.5777161654859537,6.404124468279338,point,
-0.2348937619318871,7.066614444656876,point,
0.08300488014417104,7.6160180284356205,point,
0.37519486925997025,8.07029512896451,point,
0.6417274440295551,8.444743064849435,point,
0.8832580500190992,8.752362507360838,point,
2.31817279455817,2.7702140947715668,point,
2.0812554391653073,3.861955068773505,point,
1.9235453260414512,4.799411590890867,point,
1.8269899907708682,5.6025580392155785,point,
1.777043813723861,6.289094733702408,point,
1.7620510310133781,6.874648771098093,point,
1.772729327205295,7.372969414192845,point,
1.8017387046922146,7.796114828975707,point,
1.8433224921474107,8.154628056441663,point,
1.8930092405829657,8.457700948289517,point,
1.9473658924271016,8.713325436422771,point,
2.003794026019947,8.928431985262272,point,
2.060362201527446,9.109015426432132,point,
2.24146998917188,3.1618578747408477,point,
2.031723805785732,4.197920393962845,point,
-0.6851145412731934,2.9908389620025444,point,
-0.46271380160211256,4.16961769935309,point,
-0.22652202338767208,5.162683596514211,point,
0.013963623981047169,5.997341937972585,point,
0.2517627579027935,6.697182102317456,point,
1.8374465749634687,2.1127820216109154,point,
1.646340869583385,3.3223668553707393,point,
1.5322844133607068,4.358158192281794,point,
1.4767680790478723,5.243143086905096,point,
1.4649785906668953,5.9976009007074165,point,
1.4851358380951576,6.639361621974627,point,
1.527939927259869,7.184051945154627,point,
1.5861110159770737,7.645326556291039,point,
1.6540074258321542,8.0350831322083,point,
1.7273096372456629,8.363660365343769,point,
1.8027596062725642,8.640018925052377,point,
1.8779464223337747,8.871905702043618,point,
1.9511306870654532,9.066001989843725,point,
2.0211011635993845,9.228056463884549,point,
2.0870582476148587,9.36300394775789,point,
2.1485196683829453,9.475071025689612,point,
2.205244559153088,9.567869585100851,point,
2.2571726586841585,9.6444793649696,point,
2.3043759344803187,9.707520553876794,point,
2.3470203664633424,9.75921743341606,point,
2.3853360088304836,9.801454003745118,point,
2.4195937676557153,9.83582246283013,point,
2.4500876010205634,9.863665342699381,point,
2.477121074575454,9.886112037253652,point,
2.500997394879282,9.904110388682586,point,
2.522012201194693,9.918453934585026,point,
2.3988652715046035,3.476152116611026,point,
2.178081565443354,4.458774688259188,point,
0.9217446778960698,2.076407132197477,point,
0.8665392614995584,3.3280762752520126,point,
0.8696814232847051,4.394203263504228,point,
0.9149973403321685,5.300285517047206,point,
0.9897591599642315,6.068642795876839,point,
1.0840409978046703,6.718756010096744,point,
1.1901850885378396,7.267580968670044,point,
1.3023605640039655,7.729836419828024,point,
-1.749285356354493,3.6001069420830776,point,
-1.342888275217996,4.730062315024796,point,
-0.9522525413343048,5.674268498779796,point,
-0.5824439201829672,6.4612183256161995,point,
-0.23662859913087414,7.115333333581088,point,
0.0834790240820005,7.65749847750916,point,
0.37725710957006686,8.105534544919506,point,
0.6448899249313371,8.474614078798776,point,
0.8871409993435877,8.777626369981705,point,
1.1051749042413177,9.025496774510705,point,
1.3004185395855483,9.227465262164447,point,
2.3886274924682134,2.99270048321171,point,
2.1500413879264495,4.048250311031225,point,
0.8110038788997758,1.9705908355083708,point,
0.7681769304851442,3.2425620550261245,point,
0.7826528731134176,4.325450669552801,point,
0.8382729689285169,5.245326954195344,point,
0.922345101757053,6.0249969923089015,point,
1.024993216185851,6.684353639392285,point,
1.1386183793336646,7.240700864836008,point,
1.2574536570270554,7.70905099993726,point,
1.3771976484704875,8.102395203665589,point,
1.494713809346538,8.43194801717693,point,
1.6077846586316344,8.70736726222653,point,
1.7149116503259503,8.936950786547285,point,
2.245109472684348,3.0307452178560954,point,
-0.3389718621057153,2.7831391266457413,point,
-0.17680051772402833,3.9792271321331087,point,
0.008888645219900293,4.989415083022104,point,
0.20713195175779942,5.840647274759991,point,
0.4096880499845291,6.556264905475681,point,
0.610485438705877,7.156437647654947,point,
0.8051701288061932,7.658552582958469,point,
0.990736712803603,8.07756289036245,point,
1.1652287214975605,8.426298988295938,point,
1.327496372804764,8.715744991191645,point,
1.4770017165317153,8.955283387600709,point,
1.6136627945559863,9.152910810799334,point,
1.7377298078045618,9.315427677397194,point,
1.8496874437297652,9.448604333475432,point,
1.9501785005093175,9.557326185704927,point,
2.039944772861117,9.645720117828814,point,
2.119781861645102,9.717264309240045,point,
2.1905051547679384,9.774883388388234,point,
2.252924717088277,9.821030673939282,point,
2.3078272364826065,9.857759084164858,point,
-2.1014519145863417,4.299507262907268,point,
-1.6142538368820998,5.338639250054631,point,
-1.1585701913475994,6.2024135160217195,point,
-0.7366881220045907,6.918394296272366,point,
2.047653621256951,1.908875719384174,point,
1.8168606068437754,3.14063821662627,point,
1.6699570444822598,4.196868059858579,point,
1.587338210204264,5.100539569100501,point,
1.5532590614376445,5.871965105327256,point,
1.555148806435088,6.529039977070662,point,
1.5830380845526513,7.08747802825266,point,
1.6290814929998598,7.561034800632655,point,
1.8727275202271645,2.6782095403318005,point,
1.6989467738063617,3.801569008472944,point,
1.596167518074325,4.763375786249748,point,
1.5472774218131662,5.585022717589313,point,
1.5385867172447636,6.285378213078388,point,
1.5592138381811846,6.881028012426839,point,
1.6005728829510804,7.386505257035566,point,
1.6559471607898408,7.814506553162188,point,
1.7201353487978521,8.176092683756266,point,
1.789158753828425,8.480873367240912,point,
1.8600198754437978,8.737176012001639,point,
1.9305039346072936,8.95219881518364,point,
1.9990162970235452,9.132148835521802,point,
2.257149229392573,3.151459957751354,point,
2.044635243293741,4.188454994912948,point,
1.9054781565961978,5.078401335944255,point,
1.8227924865445382,5.840422009288769,point,
1.7829904939344083,6.491447008433672,point,
1.7751998001815938,7.0464103374112455,point,
1.7907762436508046,7.518440794792294,point,
-1.5966393579158356,3.66593551089399,point,
-1.2105060337927005,4.779910758576525,point,
-1.4848780039884368,2.3731639791145147,point,
-1.1672197442255907,3.676584502406875,point,
-0.8450734024954771,4.771785616814867,point,
-0.5274409674485608,5.689820710392455,point,
-0.22073199391557846,6.457445242531529,point,
-1.7230821618413132,2.9698695947563536,point,
-1.3458250537748622,4.193312442016554,point,
-1.3594262456792765,2.2129889748754237,point,
-0.8472623826034655,1.7741895379663597,point,
-0.6492054436942913,3.1419516025755443,point,
-0.42614656303712584,4.296627079936984,point,
-0.19035949538407756,5.269178880467921,point,
-1.408058407998475,2.715436669764605,point,
-1.0882321800081196,3.9644435056198537,point,
-0.7664196127821075,5.0133062669772,point,
-0.4509244201857033,5.891967111441904,point,
-0.14760707270017165,6.626209021533047,point,
0.13958234906617598,7.2381819512110965,point,
0.4081722747546934,7.746871364566784,point,
0.6568212881241609,8.168513768891579,point,
0.8850386456611998,8.516963852032875,point,
1.0929614028933348,8.804017728401496,point,
1.2811779015953944,9.039696613025537,point,
1.4505890808771067,9.232495005007891,point,
1.6023005189458563,9.389597191021624,point,
1.7375393287448428,9.517065591610546,point,
1.8575910530975381,9.62000417971917,point,
1.9637525623216743,9.702699910637394,point,
2.0572976743989186,9.768744821548918,point,
2.1394528161010373,9.821141191340622,point,
2.2113805413395067,9.862391899995487,point,
2.2741691361384,9.894577893342582,point,
2.4293564397151632,3.405982669798204,point,
2.201192280549817,4.3979110117398665,point,
2.0469298789369392,5.250176668756894,point,
1.9498974638466742,5.980772973285882,point,
1.8966437632011082,6.605661128739133,point,
1.8763736438705072,7.138946208900219,point,
1.8804754456459398,7.5930493318103665,point,
1.9021261020714637,7.978872914212975,point,
1.935962103329263,8.30595693299817,point,
1.9778060651498004,8.582624908915273,point,
2.024440151733941,8.81611892997199,point,
2.0734188861727296,9.012723484406834,point,
2.1229149926230937,9.1778782062989,point,
2.1715928719815856,9.31627987564914,point,
2.218505136210313,9.431974179422506,point,
2.2630083329556663,9.528437847060717,point,
2.3046945968947448,9.608651836683382,point,
2.3433364808278685,9.675166277305085,point,
2.3788426597958914,9.730157876476207,point,
2.411222575885556,9.77548048861294,point,
2.4405584090472403,9.812709512285576,point,
2.4669830281815774,9.84318074908085,point,
-2.0658303891247054,4.332905861279549,point,
-1.5826395963048174,5.3656031976526055,point,
-1.1306195289529906,6.224068301856908,point,
1.912332053862883,1.6398153149178802,point,
1.6910748583801658,2.9173497355256828,point,
1.554107619044168,4.012104280861624,point,
1.4814756474220077,4.948124333970613,point,
1.4571792736675309,5.7466466579781414,point,
-1.2026922763408106,3.1994134976987234,point,
-0.8943118949817401,4.367609164097548,point,
-0.5854607441705773,5.348240265282185,point,
-0.28371202193370326,6.16942265525668,point,
1.769995146761926,1.8468963115588402,point,
1.5783717272099904,3.0990620589545372,point,
1.4655784504866733,4.171067881022957,point,
1.4125843981545905,5.086784560850046,point,
1.4041681208654035,5.867263500796355,point,
1.4282334427674472,6.5310072508422845,point,
1.4752387163860214,7.094226825505244,point,
1.537721981948328,7.571083253024016,point,
1.6099070147770393,7.9739118857924804,point,
1.6873774379921826,8.313428822332527,point,
1.7668079751866563,8.598919401462961,point,
1.8457435549671763,8.838409172236052,point,
0.0,1.4141454675577683,point,
0.056565818702310734,2.802023647424103,point,
0.16016189179392823,3.979457467562395,point,
0.29531590672733476,4.976132371756279,point,
0.45006381558848574,5.817899879723743,point,
1.5615023939843755,1.9533125631867048,point,
1.4054095374141873,3.197855582949324,point,
1.3225123301200323,4.261960864010359,point,
-0.8436073586186867,2.8418092260098864,point,
-0.6033938857854882,4.049282136453151,point,
-0.350913517459539,5.066025571416597,point,
-0.09563546698394426,5.920158276402489,point,
0.15551618411974696,6.635959953621473,point,
0.39762715464664383,7.234345313213462,point,
0.6273568939781857,7.733288430045576,point,
0.8425848970832809,8.148200889779611,point,
2.155108514575799,2.6146402867887595,point,
-0.24878477164991764,2.670895821445961,point,
-0.10463122304459155,3.8802128390950634,point,
0.06627197397589973,4.902366162152587,point,
1.3627217293063396,1.6337985921503548,point,
1.223665413596403,2.934219934155548,point,
1.1574843989231642,4.04514032748836,point,
1.145667352184224,4.992069902408179,point,
1.1735000454529176,5.797432722959583,point,
1.2293723475533633,6.480877812697528,point,
1.30420160792826,7.059571246890764,point,
1.3909542166146514,7.548467495540018,point,
1.4842497839440543,7.960559202544429,point,
1.5800346844542235,8.307105330805003,point,
1.67531369501829,8.597838143806083,point,
1.76793016651779,8.84114987443444,point,
1.856386636517499,9.044260186608561,point,
1.9396990485042165,9.213365693156577,point,
2.017278818954847,9.353772877242921,point,
2.088837911201337,9.47001579289829,point,
2.154312856237068,9.565959907515493,point,
2.2138043241021275,9.644893407138685,point,
2.267529411772356,9.709607223103797,point,
2.3157842889306544,9.762464963167332,point,
2.358915244117749,9.805463847135005,point,
2.3916925905801394,3.4066292867830157,point,
2.169203873464439,4.399967190142357,point,
2.0198219800504673,5.253203956682426,point,
1.9269768413101942,5.984430483978043,point,
1.386594009317323,2.377277294895381,point,
1.2736959997155397,3.565221940288381,point,
1.225250477369744,4.5794908092565025,point,
1.2246425381345425,5.443557168773237,point,
1.2586884441652906,6.17803789193187,point,
1.5410473431161302,2.2499880895466244,point,
1.3998897652305755,3.450847982389986,point,
1.3279402197415886,4.477225194422265,point,
1.3078381945572408,5.352523806469262,point,
1.3025309366278073,2.0646436441375053,point,
1.1897370418991362,3.302845860051767,point,
1.1433903200163364,4.359829499368036,point,
1.1462749519886073,5.260119461662177,point,
1.1847384876568032,6.025250544333307,point,
1.2480377362816149,6.674073423177038,point,
1.3277950127664542,7.223040900249218,point,
1.4175473968614547,7.686472964701178,point,
1.5123742059202836,8.076800124121542,point,
1.6085900799971027,8.404785137266499,point,
1.7034929734881974,8.67972376347664,point,
-1.9160295838062866,3.9013426118671464,point,
-1.4725714417606577,4.992782403439326,point,
-1.0519744293589859,5.902767900593853,point,
-0.6580675489313839,6.659431692679133,point,
1.963351006289865,1.8671660435208322,point,
-0.09279297005744336,2.462347261021252,point,
0.019619865892023233,3.6967068906703617,point,
0.16454516163503424,4.741416062434126,point,
0.32952002988714413,5.623621846603605,point,
-1.3962376741395086,2.9129864131268364,point,
1.0250718467964406,0.7760949438741684,point,
0.0635458072653011,0.892781466696875,point,
0.08972519484338093,2.356322414401732,point,
0.17051931219294308,3.599285044447737,point,
0.2889128171419111,4.652571515292859,point,
0.4316787551823388,5.5431292753132535,point,
0.5886521129175182,6.294392733808973,point,
0.7521300053322494,6.926687739220926,point,
0.916378014101249,7.457599378124497,point,
1.0772252871110415,7.9023043508417725,point,
1.2317336680780562,8.273869686731064,point,
